gender,sleep_hours,doom_scrolling_time,productive_screen_time,study_hours,medical_issue,drug_addiction,math_score,physics_score,chemistry_score,biology_score,english_score,performance
male,5.9,1.0,4.1,2.9,no,no,63,25,36,52,98,Decent
male,6.6,4.6,5.0,4.7,no,no,42,61,13,44,80,Just Pass
male,4.6,0.4,2.7,2.4,no,no,40,70,93,79,65,Decent
female,5.9,3.3,4.1,3.6,no,no,71,26,56,9,88,Decent
female,8.0,5.0,2.7,1.2,no,no,0,0,76,61,6,Worst
female,9.1,0.0,2.5,5.1,no,no,77,100,100,53,45,Nice
female,6.4,2.6,3.2,3.6,no,no,81,11,100,18,22,Just Pass
male,8.1,1.9,2.6,7.0,no,no,55,20,100,100,100,Nice
female,4.1,1.6,5.4,7.8,no,no,44,55,94,44,32,Decent
female,8.0,3.8,2.5,4.5,no,no,28,29,51,41,100,Just Pass
male,5.8,5.2,2.2,3.1,no,no,7,56,58,19,9,Worst
male,7.5,2.7,7.5,1.1,no,no,15,96,88,73,73,Decent
female,6.6,3.4,5.9,4.8,no,no,30,62,100,92,80,Nice
female,9.0,3.2,0.3,3.4,no,no,3,79,97,88,95,Nice
male,5.7,3.0,2.5,4.1,no,no,34,98,81,39,40,Decent
female,7.9,0.8,4.5,6.5,no,yes,29,17,52,51,32,Just Pass
male,6.6,5.2,4.6,1.4,no,no,97,46,94,64,82,Nice
male,6.8,3.6,1.0,1.2,no,no,95,60,91,58,93,Nice
male,6.7,3.8,6.3,2.5,no,no,25,40,54,78,10,Just Pass
male,5.7,1.4,5.7,4.6,no,no,39,91,82,94,81,Nice
female,7.0,2.1,5.0,4.1,no,no,63,84,94,23,38,Decent
male,6.9,2.6,6.7,1.2,yes,no,6,34,35,8,64,Worst
male,7.4,0.0,4.9,4.5,no,no,70,28,100,93,97,Nice
female,7.1,0.0,4.9,0.6,no,no,48,10,20,56,85,Just Pass
male,8.2,1.8,7.1,1.3,no,no,42,46,58,52,53,Decent
female,8.4,4.0,6.2,2.8,no,no,89,15,55,52,22,Just Pass
female,5.4,1.7,2.3,1.9,no,no,86,82,72,41,62,Decent
female,8.3,1.0,5.3,4.8,no,no,100,52,30,78,97,Nice
male,5.2,1.4,2.7,3.6,no,no,33,77,21,43,100,Decent
female,7.9,2.1,5.0,6.5,no,no,100,55,100,84,66,Good
female,7.9,2.3,5.0,2.5,no,no,62,88,39,29,33,Decent
male,4.1,7.3,1.2,2.8,no,no,47,76,20,63,0,Just Pass
female,7.1,5.1,3.8,5.4,yes,no,83,77,71,72,73,Nice
female,6.3,5.0,4.5,2.8,no,no,96,50,43,59,55,Decent
female,5.9,5.3,3.1,6.0,yes,no,66,2,77,30,61,Just Pass
female,9.0,1.0,4.6,4.1,no,no,50,53,56,17,31,Just Pass
female,6.0,0.6,5.6,0.0,no,no,54,48,82,18,6,Just Pass
male,5.8,0.8,3.9,5.4,no,no,81,100,72,27,100,Nice
female,7.1,5.7,4.4,4.8,no,no,88,62,99,7,87,Decent
female,8.0,1.9,6.8,4.9,no,no,85,84,52,92,60,Nice
male,6.8,0.5,4.9,0.0,no,no,42,84,42,100,51,Decent
male,8.7,2.1,4.4,1.7,no,no,47,62,100,7,98,Decent
male,7.8,2.5,2.1,1.8,no,no,7,61,75,13,22,Just Pass
female,3.7,3.5,5.3,1.3,no,no,89,21,74,83,77,Decent
male,6.2,3.5,4.7,6.5,no,no,25,22,46,85,18,Just Pass
female,6.2,1.3,6.6,3.0,no,no,72,87,68,55,100,Nice
female,7.7,4.4,4.1,2.9,no,no,90,87,34,100,61,Nice
male,3.1,1.7,0.4,4.1,no,no,43,42,26,58,48,Just Pass
male,10.8,2.7,0.6,4.1,no,no,86,60,59,72,76,Decent
female,7.8,4.4,5.5,0.0,no,no,77,27,95,62,3,Decent
male,7.2,1.7,2.9,1.7,no,no,10,50,26,27,24,Worst
female,8.8,1.9,4.9,0.2,no,no,44,23,27,51,43,Just Pass
male,10.5,4.2,4.2,3.8,no,no,76,82,31,28,68,Decent
male,8.3,1.3,3.7,2.4,no,no,51,58,88,59,23,Decent
male,8.4,2.2,3.8,3.0,yes,no,48,48,45,0,31,Just Pass
female,7.2,4.1,2.3,0.0,no,no,52,0,31,31,19,Worst
male,6.8,7.1,4.0,2.4,no,no,10,57,79,32,59,Just Pass
female,6.3,4.2,2.8,5.2,no,no,50,29,38,38,100,Decent
female,5.8,3.9,3.3,5.8,no,no,14,50,51,19,28,Worst
female,6.0,4.1,3.4,4.4,no,no,22,49,15,85,26,Just Pass
female,5.0,0.9,3.5,0.3,no,no,54,47,14,45,63,Just Pass
male,6.9,3.2,5.8,5.5,no,no,74,39,30,98,62,Decent
female,4.5,2.9,3.7,4.4,no,no,23,94,43,92,80,Decent
female,7.3,3.6,6.0,2.8,no,no,83,50,60,29,36,Decent
male,6.9,3.2,7.1,0.0,no,no,39,63,2,44,56,Just Pass
female,7.2,3.8,5.7,4.9,no,no,100,74,31,85,51,Decent
male,6.2,2.4,5.1,1.8,no,no,45,67,24,56,35,Just Pass
female,11.6,3.1,4.7,3.7,no,no,24,65,35,95,82,Decent
male,9.0,0.5,5.7,3.1,no,no,91,98,32,73,95,Nice
female,5.1,2.4,4.2,6.1,no,no,74,99,37,80,50,Decent
male,7.3,5.8,6.0,2.7,no,no,40,43,100,80,64,Decent
female,6.1,3.6,5.2,3.0,no,no,42,70,66,19,24,Just Pass
female,5.5,3.0,3.3,6.2,yes,no,16,11,77,59,80,Just Pass
male,5.0,6.8,5.8,1.7,no,no,30,5,77,4,24,Worst
male,7.6,0.3,4.2,4.6,no,no,21,66,85,45,36,Decent
male,6.0,0.8,3.8,2.6,no,no,61,100,81,32,100,Nice
male,8.5,6.4,3.0,1.0,no,no,80,55,54,47,33,Decent
female,8.5,3.1,4.3,3.0,no,no,86,73,71,91,71,Nice
female,9.1,2.5,6.0,4.4,yes,no,2,15,92,13,80,Just Pass
male,5.7,0.6,5.8,5.7,no,no,100,69,42,100,92,Nice
female,7.7,3.9,4.7,5.9,no,no,60,55,42,29,71,Decent
male,7.9,4.1,5.2,2.4,no,no,23,82,13,22,41,Just Pass
male,6.3,0.8,6.5,1.0,no,no,85,23,93,100,100,Nice
female,5.8,2.7,3.7,2.4,no,no,38,59,50,6,19,Just Pass
female,9.4,2.3,1.8,0.6,no,no,23,89,88,17,86,Decent
female,7.3,3.5,6.6,2.6,no,no,24,97,49,29,78,Decent
female,8.0,0.8,2.9,2.3,no,no,57,94,53,37,66,Decent
female,5.8,5.5,2.6,4.5,no,no,12,40,47,39,35,Just Pass
female,5.2,4.8,0.4,0.0,no,no,66,82,49,0,2,Just Pass
female,6.1,2.3,5.1,1.5,no,no,53,86,82,52,50,Decent
male,6.8,2.6,0.8,1.5,no,no,43,84,34,38,77,Decent
male,5.4,2.7,2.5,5.4,no,no,13,100,76,75,87,Decent
male,7.0,1.4,5.2,0.8,no,no,87,99,26,92,70,Nice
male,4.5,2.1,5.4,3.5,no,no,60,35,66,40,100,Decent
male,5.3,2.5,2.7,2.7,no,no,48,17,59,59,100,Decent
female,8.0,6.2,3.7,5.1,no,no,81,74,93,42,45,Decent
male,7.9,4.9,2.3,4.2,no,no,9,59,92,7,22,Just Pass
male,6.4,4.9,2.9,3.2,no,no,37,33,49,83,47,Just Pass
male,5.5,3.7,4.5,1.9,no,no,60,71,5,66,87,Decent
male,5.5,0.8,3.0,0.0,no,no,48,8,86,2,47,Just Pass
male,6.4,2.9,3.5,3.5,no,yes,1,0,0,7,16,Worst
male,8.0,4.9,1.1,4.1,no,no,30,36,48,31,75,Just Pass
male,8.4,0.5,6.3,0.0,no,no,38,27,9,89,73,Just Pass
female,6.3,4.3,5.0,0.5,no,no,97,69,33,74,94,Nice
female,5.3,7.6,5.6,3.5,no,no,31,93,62,38,53,Decent
male,7.4,5.1,6.6,3.7,no,no,28,74,45,23,100,Decent
female,5.8,5.8,2.3,1.0,no,no,73,56,83,29,20,Decent
female,6.2,3.4,3.3,1.9,no,no,44,2,66,83,88,Decent
female,9.0,4.9,0.2,0.0,no,no,32,39,52,33,23,Just Pass
female,8.2,1.6,10.3,5.8,no,no,82,100,65,39,100,Nice
male,7.2,4.6,3.7,0.4,no,no,54,60,0,0,87,Just Pass
female,5.1,4.3,6.1,4.1,no,no,69,32,83,43,72,Decent
female,7.3,3.6,1.5,2.9,no,no,4,85,72,15,73,Just Pass
female,8.6,5.6,6.0,5.6,no,no,92,100,64,85,100,Good
male,6.4,1.9,7.7,1.4,no,no,30,38,52,38,48,Just Pass
male,9.0,2.6,3.9,3.1,no,no,37,28,61,95,59,Decent
male,8.9,3.2,2.0,0.0,no,no,12,28,69,56,84,Just Pass
male,9.5,0.9,3.7,0.0,no,no,79,9,74,42,70,Decent
male,7.5,3.5,0.0,4.2,no,no,61,90,68,64,90,Nice
male,7.9,0.0,3.9,0.0,no,no,80,97,95,34,66,Nice
male,9.1,5.1,5.6,2.5,no,no,68,66,63,17,76,Decent
female,7.7,3.1,3.9,5.0,no,no,23,89,14,100,14,Just Pass
female,6.2,2.0,3.4,4.5,yes,no,28,64,59,54,31,Just Pass
female,6.3,1.3,5.1,1.7,no,no,59,46,70,9,86,Decent
male,7.4,2.5,5.2,0.0,yes,no,16,49,0,17,26,Worst
male,5.1,4.4,0.7,4.0,no,no,22,85,44,17,38,Just Pass
male,6.8,4.1,4.2,5.7,no,no,99,93,78,38,100,Good
male,8.6,1.6,8.9,1.7,no,no,88,22,84,19,69,Decent
male,3.7,1.3,1.3,1.4,no,no,31,43,86,21,16,Just Pass
female,9.3,4.3,3.8,2.0,no,no,76,39,84,68,47,Decent
female,8.7,1.6,7.9,4.1,no,no,82,95,31,100,71,Nice
male,6.3,3.1,6.2,5.5,no,no,18,68,78,52,100,Decent
male,7.8,3.2,3.0,0.5,no,no,36,32,57,50,69,Just Pass
male,7.0,3.6,4.4,0.0,no,no,26,67,27,1,48,Just Pass
male,8.8,4.7,4.0,7.7,no,no,38,64,35,26,60,Just Pass
female,8.5,0.5,2.5,2.6,yes,no,20,20,14,50,86,Just Pass
male,4.9,0.0,3.9,3.5,no,no,100,100,32,99,79,Good
male,7.9,1.9,3.4,1.6,no,no,53,16,85,13,40,Just Pass
male,6.7,6.6,4.2,4.0,no,no,85,2,15,42,47,Just Pass
male,7.1,7.0,2.5,4.9,no,no,21,14,26,97,27,Just Pass
female,5.9,6.7,1.4,3.6,no,no,13,12,17,69,92,Just Pass
male,9.6,2.6,3.9,6.5,no,no,100,71,89,37,88,Nice
male,8.6,0.0,7.4,2.3,no,no,67,80,33,46,57,Decent
female,5.9,0.0,4.2,2.5,no,no,100,57,15,100,31,Decent
female,5.0,1.8,3.3,3.5,no,no,16,30,47,32,27,Worst
female,6.4,2.6,5.5,3.9,no,no,100,26,43,57,60,Decent
male,7.7,5.6,3.7,3.5,no,no,43,51,41,37,48,Just Pass
male,7.4,4.7,7.7,0.4,no,no,16,57,76,50,42,Just Pass
female,8.9,3.5,4.0,3.6,no,no,76,38,9,31,93,Just Pass
female,8.2,1.2,5.4,2.3,no,no,91,34,15,78,100,Decent
female,8.5,1.1,2.5,1.8,no,no,10,14,31,29,41,Worst
female,7.5,3.5,5.0,3.1,no,no,100,10,96,68,37,Decent
female,4.9,4.4,4.6,1.1,no,no,67,8,14,33,75,Just Pass
female,6.7,3.8,3.9,0.7,no,no,30,72,97,23,42,Decent
male,8.6,0.9,3.0,0.0,no,no,17,36,82,71,23,Just Pass
male,6.9,4.3,2.7,6.5,no,no,51,14,57,100,30,Decent
male,7.8,3.9,4.6,4.1,no,no,31,59,83,95,37,Decent
female,6.5,0.9,5.3,2.8,no,no,63,67,65,22,14,Just Pass
female,5.5,1.4,3.7,1.7,no,no,85,49,63,52,100,Decent
female,6.8,4.4,4.6,0.0,no,no,61,6,53,64,38,Just Pass
female,7.5,2.5,3.9,1.5,no,yes,22,54,43,35,0,Worst
female,6.0,6.2,4.2,4.4,no,no,15,72,10,76,20,Just Pass
female,6.6,4.0,3.6,4.9,no,no,100,49,71,100,42,Nice
male,5.6,2.0,4.0,4.3,no,no,40,51,84,47,68,Decent
male,8.7,3.0,9.4,3.3,no,no,43,31,47,93,86,Decent
female,6.6,3.1,4.6,5.6,no,no,79,90,100,24,45,Decent
male,9.2,1.5,5.3,2.3,no,no,88,70,25,97,100,Nice
female,9.3,1.2,4.9,5.2,no,no,100,27,100,96,95,Good
male,6.9,4.4,3.5,2.2,yes,no,81,22,52,37,67,Decent
female,5.5,4.7,6.6,1.2,no,no,92,91,67,83,33,Nice
female,3.9,4.2,3.4,1.0,no,no,36,38,80,59,31,Just Pass
male,4.8,6.0,6.1,0.9,no,no,12,28,79,51,49,Just Pass
male,4.9,1.9,3.3,4.3,no,no,70,76,46,100,57,Decent
female,9.1,6.3,2.1,1.5,no,no,0,11,61,4,16,Worst
female,7.2,1.2,4.7,0.9,no,yes,0,33,0,80,80,Just Pass
male,7.6,1.0,1.8,4.4,no,no,13,79,59,28,97,Decent
male,3.7,0.0,5.1,3.7,no,yes,6,73,81,36,11,Just Pass
female,5.2,2.1,1.6,4.9,no,yes,33,55,13,9,75,Just Pass
male,8.3,2.0,3.4,4.0,no,no,51,50,16,39,70,Just Pass
female,7.4,4.1,1.1,1.5,no,no,31,71,53,58,0,Just Pass
female,6.8,3.5,9.6,3.2,no,no,98,100,50,18,49,Decent
female,7.8,0.6,0.7,3.3,no,no,76,56,46,100,11,Decent
female,9.5,2.2,4.0,1.2,no,no,97,4,62,31,12,Just Pass
male,6.7,2.3,6.3,0.8,no,no,50,94,68,33,23,Decent
male,7.1,0.0,6.1,1.6,no,no,40,29,56,99,61,Decent
male,7.3,1.0,5.7,7.1,no,no,39,39,77,100,65,Decent
male,10.6,1.5,3.4,2.2,no,no,74,37,100,74,21,Decent
male,3.9,5.9,6.7,5.5,no,no,91,44,100,21,46,Decent
male,8.0,3.4,5.8,2.1,no,no,24,85,76,82,36,Decent
male,6.8,4.3,4.4,4.8,no,no,97,48,26,46,51,Decent
female,7.9,0.0,4.5,4.8,no,no,73,25,56,100,38,Decent
male,6.0,5.4,3.4,4.9,no,no,20,69,94,73,66,Decent
male,6.9,5.6,2.2,3.8,no,no,64,67,42,83,4,Decent
female,8.1,0.0,6.5,5.8,no,no,79,100,100,100,65,Good
male,11.7,1.6,6.6,3.8,no,no,19,56,65,76,100,Decent
male,8.2,4.0,2.2,6.4,no,no,51,20,98,83,53,Decent
female,5.7,4.3,3.7,0.0,no,no,72,49,0,53,38,Just Pass
male,6.4,1.6,3.7,3.7,no,no,67,24,55,17,18,Just Pass
male,6.3,2.4,3.9,3.6,no,no,38,11,80,44,70,Just Pass
male,4.3,1.8,4.1,1.1,no,no,94,79,88,33,95,Nice
female,6.5,3.2,5.9,4.2,no,no,36,53,73,84,42,Decent
male,8.1,5.4,2.5,0.0,no,no,15,42,7,47,29,Worst
male,5.1,1.5,2.3,1.7,no,no,39,70,92,65,62,Decent
female,8.6,5.0,6.5,0.0,no,no,86,37,54,81,6,Decent
male,7.7,1.4,3.1,6.1,yes,no,54,9,14,56,99,Just Pass
female,5.9,1.3,1.5,2.5,no,no,74,31,52,27,52,Just Pass
female,6.8,4.6,3.0,7.3,no,no,100,33,83,15,25,Decent
male,9.4,4.8,3.3,4.6,yes,no,69,88,36,6,24,Just Pass
female,8.1,4.7,7.1,3.9,no,no,27,83,97,13,47,Decent
female,7.0,0.4,5.8,1.8,no,no,91,58,55,36,47,Decent
male,6.6,2.1,6.3,0.9,no,no,80,12,64,69,75,Decent
female,7.1,4.6,5.6,4.0,no,no,31,19,29,23,42,Worst
female,6.2,3.1,5.9,2.9,no,no,41,90,60,17,41,Just Pass
male,3.8,0.9,2.6,0.3,no,no,68,91,19,94,29,Decent
male,10.1,3.9,3.6,0.0,no,no,18,0,17,94,72,Just Pass
male,7.2,1.6,2.0,1.1,no,no,22,93,29,65,32,Just Pass
female,7.6,6.6,3.6,6.6,no,no,78,46,12,18,9,Worst
male,6.9,6.1,5.4,7.4,no,no,100,36,31,97,51,Decent
female,5.9,4.2,4.3,3.4,no,no,13,16,48,59,33,Just Pass
female,6.7,5.7,6.6,3.3,no,no,49,82,18,23,95,Decent
female,4.6,3.1,1.7,2.3,yes,no,45,31,0,42,32,Worst
female,10.4,4.5,5.0,1.1,no,no,66,82,95,2,22,Decent
female,5.1,6.0,1.5,5.8,no,no,100,26,46,100,100,Nice
female,5.5,3.5,4.2,6.7,no,no,85,84,57,99,41,Nice
female,6.3,2.5,5.5,1.2,no,no,67,16,31,31,81,Just Pass
male,8.9,0.0,3.6,2.8,no,no,100,21,64,54,77,Decent
male,7.0,2.8,5.1,2.1,no,yes,0,0,40,20,27,Worst
female,5.1,4.6,2.1,2.2,no,no,5,78,39,84,38,Just Pass
female,8.9,4.9,0.7,5.4,no,no,61,70,44,40,92,Decent
male,8.1,4.0,5.1,0.4,no,no,33,14,68,2,45,Worst
female,7.8,1.9,7.5,3.9,no,no,27,56,100,39,55,Decent
male,8.1,0.0,2.0,4.5,no,no,46,92,100,37,51,Decent
male,10.6,2.0,6.4,2.7,no,no,79,40,23,100,39,Decent
male,10.3,2.4,4.1,4.8,no,no,100,100,79,100,54,Good
female,6.0,2.4,1.3,3.3,no,no,14,96,5,35,16,Just Pass
female,9.4,4.2,1.7,5.4,no,no,62,63,71,8,14,Just Pass
male,7.6,7.0,4.0,0.0,no,no,17,51,34,39,42,Just Pass
male,7.7,3.2,3.2,2.3,no,no,69,68,52,82,48,Decent
male,4.5,2.6,1.4,2.9,no,no,56,27,60,28,19,Just Pass
male,6.7,2.5,0.6,0.0,no,no,86,30,68,37,4,Just Pass
male,5.8,3.2,2.3,0.8,no,no,0,10,69,14,11,Worst
female,8.2,1.3,4.4,1.4,no,yes,29,74,0,14,13,Worst
male,8.6,3.2,4.0,4.9,no,no,31,84,85,87,57,Decent
female,3.9,3.9,3.0,1.6,no,no,48,0,77,37,14,Just Pass
male,7.0,3.4,4.4,1.4,no,no,87,56,8,46,77,Decent
female,8.7,3.9,6.1,4.6,no,no,100,47,45,91,32,Decent
female,6.7,3.9,4.8,0.0,no,no,36,78,76,73,9,Decent
female,8.1,0.0,3.8,0.0,no,no,86,39,54,23,100,Decent
female,7.5,4.3,5.9,2.3,no,no,33,69,74,46,49,Decent
female,7.5,1.7,2.1,0.1,no,no,0,15,49,83,16,Worst
female,6.6,0.8,3.6,0.2,no,no,89,59,100,49,93,Nice
male,5.2,0.8,3.6,4.1,no,no,26,44,100,81,38,Decent
female,5.3,3.9,1.5,4.8,no,no,7,22,34,36,98,Just Pass
male,8.1,2.6,3.2,4.6,no,no,47,73,50,17,23,Just Pass
female,7.0,0.0,0.0,5.2,no,no,52,78,58,31,99,Decent
female,6.8,4.0,7.8,5.5,no,no,25,100,28,58,36,Just Pass
male,6.4,0.1,2.1,0.0,no,no,83,68,42,37,95,Decent
female,6.5,3.3,7.2,3.9,no,no,54,65,91,100,71,Nice
male,8.6,3.5,4.1,1.9,no,no,51,94,87,57,21,Decent
male,6.5,4.8,5.1,1.5,no,no,26,82,88,62,84,Decent
male,5.0,6.6,3.0,4.1,no,no,51,54,1,68,39,Just Pass
male,8.1,0.3,4.4,0.0,no,no,81,56,83,58,78,Nice
female,6.7,2.9,5.3,0.0,no,no,90,94,50,76,64,Nice
female,7.0,2.4,5.3,4.3,no,no,100,75,34,92,85,Nice
male,9.4,3.9,5.5,4.0,no,no,52,81,59,45,44,Decent
female,7.0,3.4,3.3,3.3,no,no,100,14,90,14,99,Decent
female,7.4,2.3,3.0,1.2,no,no,31,73,45,100,57,Decent
male,5.2,2.1,0.8,4.5,no,no,9,35,100,73,16,Just Pass
female,6.7,0.8,5.0,4.4,no,no,94,29,79,88,24,Decent
male,7.9,5.0,6.2,3.2,no,no,23,90,54,81,79,Decent
male,4.7,3.9,7.2,0.6,no,no,6,70,30,62,85,Decent
female,7.3,4.8,4.6,2.1,no,no,93,41,2,48,70,Decent
female,7.2,2.4,2.5,4.7,yes,no,75,39,57,94,23,Decent
female,7.1,1.7,0.6,5.7,no,yes,0,7,45,60,10,Worst
male,8.6,0.8,6.1,2.3,no,no,91,14,65,98,70,Decent
male,7.5,3.7,0.4,2.5,no,no,82,32,51,41,17,Just Pass
female,9.2,0.9,3.3,2.7,no,no,100,24,94,100,47,Nice
female,5.5,6.7,3.6,3.5,no,no,53,41,30,72,61,Decent
female,7.2,0.4,3.9,1.8,no,no,80,93,65,84,38,Nice
female,7.1,3.5,4.1,0.0,no,no,73,8,64,5,34,Just Pass
male,5.4,6.1,4.3,5.4,no,no,75,16,27,68,43,Just Pass
female,8.4,4.2,0.0,6.6,no,no,73,99,100,42,55,Nice
male,10.5,3.4,4.0,1.8,no,no,56,76,75,68,69,Decent
male,7.0,1.1,0.0,0.9,yes,no,31,0,0,40,62,Worst
female,7.8,0.2,5.5,2.7,no,no,100,22,100,26,81,Decent
female,7.1,4.5,2.9,2.6,no,no,33,68,92,52,2,Just Pass
female,5.9,6.0,0.0,5.0,no,no,8,37,79,45,89,Decent
male,4.3,2.1,2.4,3.1,no,no,80,76,46,81,62,Decent
female,5.9,0.7,2.9,1.4,no,no,27,46,100,56,98,Decent
female,4.9,0.0,6.4,0.4,no,no,63,100,22,58,100,Decent
male,9.6,1.0,4.4,4.7,no,no,27,87,71,89,64,Decent
female,6.8,2.8,4.7,4.2,yes,no,58,1,14,63,88,Just Pass
male,6.5,6.2,6.4,5.1,no,no,100,42,52,100,45,Decent
female,8.3,4.3,3.8,1.1,no,no,70,54,90,33,24,Decent
male,5.3,3.6,5.5,6.7,no,no,40,33,98,87,26,Decent
female,5.8,2.2,5.4,0.0,no,no,99,2,80,18,47,Just Pass
female,7.1,1.8,1.4,4.4,no,no,40,17,45,90,78,Decent
male,8.5,5.8,6.9,0.0,no,no,38,47,88,73,92,Decent
male,7.8,3.4,1.2,1.4,no,no,46,60,33,69,49,Decent
female,7.4,0.0,5.8,6.1,no,no,100,36,29,38,100,Decent
male,7.1,1.7,1.0,4.7,no,no,17,77,74,100,100,Nice
male,7.6,1.3,5.2,1.9,no,no,79,71,46,100,64,Nice
male,7.3,1.9,7.7,2.0,no,no,48,100,27,49,28,Decent
male,5.5,4.1,3.6,3.2,no,yes,0,63,72,36,63,Just Pass
female,7.1,2.8,3.5,4.0,no,no,100,100,73,98,67,Good
female,5.4,2.8,5.2,5.5,no,no,75,100,100,66,92,Good
male,7.1,5.6,3.3,2.1,no,no,72,41,55,56,62,Decent
male,6.3,1.6,7.6,0.0,no,no,31,55,13,67,13,Just Pass
male,10.8,6.7,4.4,3.3,no,no,75,27,1,63,15,Just Pass
male,6.9,1.7,3.4,2.1,no,no,89,57,97,64,35,Decent
female,4.9,3.2,2.9,0.4,no,no,40,12,0,37,25,Worst
female,6.8,2.4,2.1,3.6,no,no,64,74,68,60,90,Nice
male,7.8,3.2,2.7,2.6,no,no,100,5,32,90,62,Decent
male,9.5,3.9,3.3,3.6,no,no,90,29,74,92,14,Decent
male,6.1,3.9,3.0,1.2,no,no,42,18,26,75,36,Just Pass
female,4.6,1.5,2.7,4.0,no,no,76,100,13,51,65,Decent
male,8.2,0.8,8.2,0.4,no,no,89,25,84,89,36,Decent
female,4.9,8.0,1.9,1.3,no,no,0,75,17,24,0,Worst
male,6.3,2.0,4.3,2.5,no,no,66,20,63,74,46,Decent
female,6.6,4.4,5.2,6.5,no,no,100,81,93,72,62,Good
male,6.9,0.0,5.3,4.6,no,no,100,52,91,51,100,Nice
female,8.0,2.4,3.9,5.2,no,no,98,46,49,60,100,Decent
male,6.0,2.7,3.5,5.8,no,no,25,100,89,98,65,Nice
male,6.6,3.9,4.9,10.0,no,no,100,49,100,100,74,Good
male,7.0,0.0,4.5,3.1,no,no,76,36,76,36,80,Decent
female,7.2,3.3,3.5,5.8,no,no,36,72,84,59,39,Decent
male,7.1,0.7,0.9,5.0,no,no,81,88,100,57,42,Nice
female,7.7,3.6,3.1,5.0,no,no,95,100,94,58,10,Nice
female,8.3,0.9,1.7,6.5,no,no,30,89,54,100,26,Decent
male,7.6,1.3,2.7,2.2,no,no,98,63,100,58,24,Decent
male,7.7,2.5,4.1,2.0,no,no,97,45,7,88,69,Decent
male,4.6,0.9,4.7,3.6,no,no,15,73,100,80,35,Decent
female,7.1,2.0,7.6,2.6,no,no,100,74,38,24,26,Decent
male,7.7,0.6,2.9,3.6,no,no,100,34,57,82,74,Decent
female,8.1,0.0,5.5,6.1,no,no,29,93,100,90,91,Nice
female,6.0,5.0,4.6,2.0,no,no,29,20,24,75,5,Worst
male,6.0,0.4,6.6,2.4,no,no,53,64,38,23,93,Decent
male,6.1,2.6,5.2,3.3,no,no,45,36,75,35,71,Decent
male,7.8,4.5,2.0,2.5,no,no,74,30,69,75,38,Decent
male,8.6,1.8,0.6,0.0,no,no,31,57,0,33,94,Just Pass
male,6.4,1.3,4.6,1.8,no,no,100,15,54,100,10,Decent
male,8.4,3.5,2.9,4.4,no,no,100,9,56,59,62,Decent
female,7.2,5.2,2.0,5.9,no,no,38,20,34,7,22,Worst
female,6.8,0.7,1.5,0.7,no,no,52,18,56,71,34,Just Pass
female,6.7,2.7,4.3,0.7,no,no,56,20,16,52,14,Worst
male,8.1,0.0,7.0,3.1,no,no,76,96,51,50,85,Nice
female,7.5,2.2,3.2,0.0,no,no,36,43,70,1,39,Just Pass
female,10.4,3.1,5.2,2.1,no,no,22,52,93,25,100,Decent
female,5.7,1.3,3.8,0.0,no,no,7,66,60,18,67,Just Pass
female,7.8,2.1,1.4,5.7,no,no,23,85,20,71,100,Decent
female,6.2,0.2,5.5,1.5,no,no,100,12,79,88,36,Decent
male,5.7,3.2,1.8,6.3,no,no,41,98,100,36,44,Decent
male,7.0,5.1,4.0,5.2,no,no,15,100,58,77,44,Decent
female,7.2,0.8,3.3,1.7,no,no,70,20,57,97,91,Decent
female,11.4,1.8,5.8,0.9,no,no,13,71,100,68,27,Decent
female,6.7,4.0,1.9,2.6,no,yes,0,0,38,52,69,Worst
male,5.3,5.4,4.8,2.8,no,no,64,6,82,22,6,Just Pass
male,7.4,0.0,2.3,3.7,no,no,73,42,78,21,100,Decent
female,3.9,2.7,3.0,1.4,no,yes,0,56,0,8,17,Worst
male,6.9,3.6,0.0,4.5,no,no,50,69,32,74,56,Decent
male,7.0,2.8,8.2,3.5,no,no,58,59,81,83,100,Nice
female,8.2,0.0,5.1,2.3,no,no,68,57,59,100,100,Nice
male,8.5,4.0,2.5,1.6,no,no,71,44,38,60,88,Decent
male,6.2,6.0,1.8,2.6,no,no,23,26,0,36,53,Worst
female,6.8,3.2,3.0,1.4,no,no,43,87,88,79,95,Nice
male,5.9,0.9,5.4,3.1,no,yes,69,46,78,5,58,Decent
male,5.3,2.0,0.2,3.2,no,no,96,52,50,85,85,Nice
female,7.5,6.5,3.7,3.5,no,no,88,45,69,35,71,Decent
male,5.1,4.8,7.5,6.5,no,no,65,100,35,33,96,Decent
male,6.4,4.3,1.7,2.7,no,no,51,71,49,15,62,Just Pass
female,5.5,3.7,4.2,5.0,no,no,64,26,55,100,84,Decent
female,7.8,1.7,8.4,3.5,no,no,100,61,83,80,61,Nice
female,9.7,2.6,5.3,2.5,no,no,91,36,54,25,78,Decent
male,5.0,2.8,4.3,2.8,no,no,38,100,56,33,34,Decent
female,4.2,4.1,5.0,2.9,no,no,18,43,31,39,65,Just Pass
male,6.8,6.0,3.2,3.6,no,no,37,6,4,5,52,Worst
female,7.0,5.2,6.6,1.1,no,no,28,41,91,10,89,Decent
male,7.3,0.2,3.2,0.1,no,no,99,36,5,80,71,Decent
female,6.3,3.4,0.1,4.3,no,no,30,63,32,82,63,Decent
female,6.7,4.5,3.2,4.8,no,no,25,29,51,100,38,Just Pass
